lifetime, velocity, separation, clife, cof, fripscore
500.0,1,500,500.0,1500.0,0.1004367
500.0,1,700,500.0,1500.0,0.09950264285714286
1500.0,1,100,500.0,15000.0,0.03024349
1500.0,3,100,500.0,15000.0,0.02928815
500.0,1,1000,500.0,15000.0,0.0238047
500.0,1,100,500.0,15000.0,0.01918654
500.0,3,100,500.0,15000.0,0.03549756
500.0,1,300,500.0,15000.0,0.023284030303030303
500.0,1,500,500.0,15000.0,0.02191795
500.0,1,700,500.0,15000.0,0.02231292857142857
1500.0,1,100,500.0,150000.0,0.01259518
1500.0,3,100,500.0,150000.0,0.01875053
500.0,1,1000,500.0,150000.0,0.0106978
500.0,1,100,500.0,150000.0,0.01025939
500.0,3,100,500.0,150000.0,0.01011324
500.0,1,300,500.0,150000.0,0.009731242424242423
500.0,1,500,500.0,150000.0,0.0104578
500.0,1,700,500.0,150000.0,0.012614428571428572
1500.0,1,100,500.0,3.0,0.40210349
1500.0,3,100,500.0,3.0,0.58596381
500.0,1,1000,500.0,3.0,0.3375713
500.0,1,100,500.0,3.0,0.313171
500.0,3,100,500.0,3.0,0.52453545
500.0,1,300,500.0,3.0,0.32487784848484846
500.0,1,500,500.0,3.0,0.31848965
500.0,1,700,500.0,3.0,0.32416428571428574
1500.0,1,100,500.0,5.0,0.38531017
1500.0,3,100,500.0,5.0,0.57312812
500.0,1,1000,500.0,5.0,0.3092284
500.0,1,100,500.0,5.0,0.30824706
500.0,3,100,500.0,5.0,0.51529284
500.0,1,300,500.0,5.0,0.31413636363636366
500.0,1,500,500.0,5.0,0.3357941
500.0,1,700,500.0,5.0,0.3316157142857143
1500.0,1,100,500.0,50.0,0.34499021
1500.0,3,100,500.0,50.0,0.5147857
500.0,1,1000,500.0,50.0,0.2950132
500.0,1,100,500.0,50.0,0.26942021
500.0,3,100,500.0,50.0,0.49038122
500.0,1,300,500.0,50.0,0.29472160606060605
500.0,1,500,500.0,50.0,0.2865677
500.0,1,700,500.0,50.0,0.2741879285714286
1500.0,1,100,500.0,500.0,0.20907856
1500.0,3,100,500.0,500.0,0.3773894
500.0,1,1000,500.0,500.0,0.1831094
500.0,1,100,500.0,500.0,0.16302417
500.0,3,100,500.0,500.0,0.31651688
500.0,1,300,500.0,500.0,0.16889345454545454
500.0,1,500,500.0,500.0,0.1786082
500.0,1,700,500.0,500.0,0.17075685714285715
1500.0,1,100,500.0,5000.0,0.05427005
1500.0,3,100,500.0,5000.0,0.11052812
500.0,1,1000,500.0,5000.0,0.0396839
500.0,1,100,500.0,5000.0,0.04039793
500.0,3,100,500.0,5000.0,0.07387739
500.0,1,300,500.0,5000.0,0.04471869696969697
500.0,1,500,500.0,5000.0,0.0408979
500.0,1,700,500.0,5000.0,0.04647807142857143
1500.0,1,100,500.0,50000.0,0.01563755
1500.0,3,100,500.0,50000.0,0.02045273
500.0,1,1000,500.0,50000.0,0.0115889
500.0,1,100,500.0,50000.0,0.01154569
500.0,3,100,500.0,50000.0,0.01723052
500.0,1,300,500.0,50000.0,0.013844545454545455
500.0,1,500,500.0,50000.0,0.01567655
500.0,1,700,500.0,50000.0,0.013546571428571429
1500.0,1,100,500.0,500000.0,0.00999968
1500.0,3,100,500.0,500000.0,0.00594044
500.0,1,1000,500.0,500000.0,0.0101614
500.0,1,100,500.0,500000.0,0.01113315
500.0,3,100,500.0,500000.0,0.01600841
500.0,1,300,500.0,500000.0,0.008861515151515151
500.0,1,500,500.0,500000.0,0.0090901
500.0,1,700,500.0,500000.0,0.009092
1500.0,1,100,5000.0,1.0,0.62469565
1500.0,3,100,5000.0,1.0,0.78730247
500.0,1,1000,5000.0,1.0,0.4678156
500.0,1,100,5000.0,1.0,0.43538756
500.0,3,100,5000.0,1.0,0.64896026
500.0,1,300,5000.0,1.0,0.45671096969696967
500.0,1,500,5000.0,1.0,0.45298205
500.0,1,700,5000.0,1.0,0.47427635714285715
1500.0,1,100,5000.0,1.5,0.62890532
1500.0,3,100,5000.0,1.5,0.771659
500.0,1,1000,5000.0,1.5,0.4609613
500.0,1,100,5000.0,1.5,0.42958345
500.0,3,100,5000.0,1.5,0.64904527
500.0,1,300,5000.0,1.5,0.46007451515151515
500.0,1,500,5000.0,1.5,0.4543491
500.0,1,700,5000.0,1.5,0.44770564285714287
500.0,1,1000,5000.0,100000.0,0.0454914
500.0,1,100,5000.0,100000.0,0.03207393
500.0,1,300,5000.0,100000.0,0.041016727272727274
500.0,1,500,5000.0,100000.0,0.0406066
500.0,1,700,5000.0,100000.0,0.04094742857142857
1500.0,1,100,5000.0,15.0,0.61852964
1500.0,3,100,5000.0,15.0,0.77521156
500.0,1,1000,5000.0,15.0,0.4430142
500.0,1,100,5000.0,15.0,0.41817758
500.0,3,100,5000.0,15.0,0.64123199
500.0,1,300,5000.0,15.0,0.4417969393939394
500.0,1,500,5000.0,15.0,0.42996325
500.0,1,700,5000.0,15.0,0.45207114285714284
1500.0,1,100,5000.0,150.0,0.60995621
1500.0,3,100,5000.0,150.0,0.75356319
500.0,1,1000,5000.0,150.0,0.4323888
500.0,1,100,5000.0,150.0,0.40958412
500.0,3,100,5000.0,150.0,0.64220876
500.0,1,300,5000.0,150.0,0.4291537575757576
500.0,1,500,5000.0,150.0,0.4553477
500.0,1,700,5000.0,150.0,0.4613247142857143
1500.0,1,100,5000.0,1500.0,0.51853706
1500.0,3,100,5000.0,1500.0,0.70599057
500.0,1,1000,5000.0,1500.0,0.3851599
500.0,1,100,5000.0,1500.0,0.34758619
500.0,3,100,5000.0,1500.0,0.564454
500.0,1,300,5000.0,1500.0,0.37609818181818183
500.0,1,500,5000.0,1500.0,0.36162995
500.0,1,700,5000.0,1500.0,0.3917935714285714
1500.0,1,100,5000.0,15000.0,0.25321867
1500.0,3,100,5000.0,15000.0,0.41916461
500.0,1,1000,5000.0,15000.0,0.1655122
500.0,1,100,5000.0,15000.0,0.13437368
500.0,3,100,5000.0,15000.0,0.2700945
500.0,1,300,5000.0,15000.0,0.15659933333333334
500.0,1,500,5000.0,15000.0,0.160765
500.0,1,700,5000.0,15000.0,0.15736042857142857
1500.0,1,100,5000.0,150000.0,0.06450455
1500.0,3,100,5000.0,150000.0,0.07360578
500.0,1,1000,5000.0,150000.0,0.031363
500.0,1,100,5000.0,150000.0,0.03191122
500.0,3,100,5000.0,150000.0,0.07274094
500.0,1,300,5000.0,150000.0,0.029478848484848486
500.0,1,500,5000.0,150000.0,0.03490715
500.0,1,700,5000.0,150000.0,0.033669285714285714
1500.0,1,100,5000.0,3.0,0.61467833
1500.0,3,100,5000.0,3.0,0.75110611
500.0,1,1000,5000.0,3.0,0.4453241
500.0,1,100,5000.0,3.0,0.42936867
500.0,3,100,5000.0,3.0,0.65121186
500.0,1,300,5000.0,3.0,0.4637113636363636
500.0,1,500,5000.0,3.0,0.4543589
500.0,1,700,5000.0,3.0,0.4415286428571429
1500.0,1,100,5000.0,5.0,0.61714715
1500.0,3,100,5000.0,5.0,0.78126259
500.0,1,1000,5000.0,5.0,0.489096
500.0,1,100,5000.0,5.0,0.42829814
500.0,3,100,5000.0,5.0,0.6510488
500.0,1,300,5000.0,5.0,0.4460212121212121
500.0,1,500,5000.0,5.0,0.4527663
500.0,1,700,5000.0,5.0,0.45910164285714283
1500.0,1,100,5000.0,50.0,0.60433498
1500.0,3,100,5000.0,50.0,0.75650601
500.0,1,1000,5000.0,50.0,0.4633718
500.0,1,100,5000.0,50.0,0.41691793
500.0,3,100,5000.0,50.0,0.62945553
500.0,1,300,5000.0,50.0,0.43794536363636366
500.0,1,500,5000.0,50.0,0.44966015
500.0,1,700,5000.0,50.0,0.4523402857142857
1500.0,1,100,5000.0,500.0,0.59592175
1500.0,3,100,5000.0,500.0,0.75631376
500.0,1,1000,5000.0,500.0,0.4318843
500.0,1,100,5000.0,500.0,0.38970813
500.0,3,100,5000.0,500.0,0.61366063
500.0,1,300,5000.0,500.0,0.41932678787878785
500.0,1,500,5000.0,500.0,0.42320665
500.0,1,700,5000.0,500.0,0.43310407142857144
1500.0,1,100,5000.0,5000.0,0.40096507
1500.0,3,100,5000.0,5000.0,0.58260771
500.0,1,1000,5000.0,5000.0,0.276428
500.0,1,100,5000.0,5000.0,0.25351477
500.0,3,100,5000.0,5000.0,0.42338625
500.0,1,300,5000.0,5000.0,0.28343348484848485
500.0,1,500,5000.0,5000.0,0.2905216
500.0,1,700,5000.0,5000.0,0.28083964285714286
1500.0,1,100,5000.0,50000.0,0.09479957
1500.0,3,100,5000.0,50000.0,0.13376304
500.0,1,1000,5000.0,50000.0,0.0553676
500.0,1,100,5000.0,50000.0,0.05414019
500.0,3,100,5000.0,50000.0,0.13566336
500.0,1,300,5000.0,50000.0,0.06611563636363636
500.0,1,500,5000.0,50000.0,0.07254905
500.0,1,700,5000.0,50000.0,0.07351885714285715
1500.0,1,100,5000.0,500000.0,0.01766183
1500.0,3,100,5000.0,500000.0,0.02177698
500.0,1,1000,5000.0,500000.0,0.0191085
500.0,1,100,5000.0,500000.0,0.01171655
500.0,3,100,5000.0,500000.0,0.02249893
500.0,1,300,5000.0,500000.0,0.020988151515151515
500.0,1,500,5000.0,500000.0,0.01171955
500.0,1,700,5000.0,500000.0,0.019370857142857145
1500.0,1,100,50000.0,1.0,0.65798055
1500.0,3,100,50000.0,1.0,0.80639976
500.0,1,1000,50000.0,1.0,0.4653446
500.0,1,100,50000.0,1.0,0.45162396
500.0,3,100,50000.0,1.0,0.6808051
500.0,1,300,50000.0,1.0,0.4734714242424242
500.0,1,500,50000.0,1.0,0.4726538
500.0,1,700,50000.0,1.0,0.5050504285714286
1500.0,1,100,50000.0,1.5,0.6570082
1500.0,3,100,50000.0,1.5,0.81617063
500.0,1,1000,50000.0,1.5,0.4831757
500.0,1,100,50000.0,1.5,0.44700085
500.0,3,100,50000.0,1.5,0.66631058
500.0,1,300,50000.0,1.5,0.46897442424242425
500.0,1,500,50000.0,1.5,0.48181295
500.0,1,700,50000.0,1.5,0.47438692857142856
500.0,1,1000,50000.0,100000.0,0.2339663
500.0,1,100,50000.0,100000.0,0.20023118
500.0,1,300,50000.0,100000.0,0.22026360606060605
500.0,1,500,50000.0,100000.0,0.2428371
500.0,1,700,50000.0,100000.0,0.2244087142857143
1500.0,1,100,50000.0,15.0,0.66401878
1500.0,3,100,50000.0,15.0,0.80606235
500.0,1,1000,50000.0,15.0,0.4905945
500.0,1,100,50000.0,15.0,0.44688495
500.0,3,100,50000.0,15.0,0.66184821
500.0,1,300,50000.0,15.0,0.4696500606060606
500.0,1,500,50000.0,15.0,0.47407925
500.0,1,700,50000.0,15.0,0.47752935714285716
1500.0,1,100,50000.0,150.0,0.66802674
1500.0,3,100,50000.0,150.0,0.81382179
500.0,1,1000,50000.0,150.0,0.488126
500.0,1,100,50000.0,150.0,0.44420386
500.0,3,100,50000.0,150.0,0.67481373
500.0,1,300,50000.0,150.0,0.46130869696969695
500.0,1,500,50000.0,150.0,0.45618195
500.0,1,700,50000.0,150.0,0.4703459285714286
1500.0,1,100,50000.0,1500.0,0.64922637
1500.0,3,100,50000.0,1500.0,0.78340137
500.0,1,1000,50000.0,1500.0,0.4826024
500.0,1,100,50000.0,1500.0,0.43667273
500.0,3,100,50000.0,1500.0,0.66187467
500.0,1,300,50000.0,1500.0,0.45833551515151516
500.0,1,500,50000.0,1500.0,0.472081
500.0,1,700,50000.0,1500.0,0.464887
1500.0,1,100,50000.0,15000.0,0.57183489
1500.0,3,100,50000.0,15000.0,0.74530014
500.0,1,1000,50000.0,15000.0,0.4195493
500.0,1,100,50000.0,15000.0,0.38176327
500.0,3,100,50000.0,15000.0,0.59654668
500.0,1,300,50000.0,15000.0,0.3995657575757576
500.0,1,500,50000.0,15000.0,0.419489
500.0,1,700,50000.0,15000.0,0.41896964285714283
1500.0,1,100,50000.0,150000.0,0.2675137
1500.0,3,100,50000.0,150000.0,0.38683121
500.0,1,1000,50000.0,150000.0,0.1946141
500.0,1,100,50000.0,150000.0,0.14439817
500.0,3,100,50000.0,150000.0,0.30394126
500.0,1,300,50000.0,150000.0,0.1535828787878788
500.0,1,500,50000.0,150000.0,0.16468755
500.0,1,700,50000.0,150000.0,0.14392957142857143
1500.0,1,100,50000.0,3.0,0.66612594
1500.0,3,100,50000.0,3.0,0.81578728
500.0,1,1000,50000.0,3.0,0.4696437
500.0,1,100,50000.0,3.0,0.44380509
500.0,3,100,50000.0,3.0,0.66359724
500.0,1,300,50000.0,3.0,0.46478169696969696
500.0,1,500,50000.0,3.0,0.4703833
500.0,1,700,50000.0,3.0,0.47222257142857144
1500.0,1,100,50000.0,5.0,0.67513447
1500.0,3,100,50000.0,5.0,0.79896367
500.0,1,1000,50000.0,5.0,0.4859334
500.0,1,100,50000.0,5.0,0.44201775
500.0,3,100,50000.0,5.0,0.65749129
500.0,1,300,50000.0,5.0,0.4853451515151515
500.0,1,500,50000.0,5.0,0.47938325
500.0,1,700,50000.0,5.0,0.4604742857142857
1500.0,1,100,50000.0,50.0,0.65867836
1500.0,3,100,50000.0,50.0,0.80185083
500.0,1,1000,50000.0,50.0,0.4913989
500.0,1,100,50000.0,50.0,0.43601211
500.0,3,100,50000.0,50.0,0.66830757
500.0,1,300,50000.0,50.0,0.4719838484848485
500.0,1,500,50000.0,50.0,0.46790575
500.0,1,700,50000.0,50.0,0.44971371428571427
1500.0,1,100,50000.0,500.0,0.66244549
1500.0,3,100,50000.0,500.0,0.79603053
500.0,1,1000,50000.0,500.0,0.4904968
500.0,1,100,50000.0,500.0,0.44918367
500.0,3,100,50000.0,500.0,0.65691899
500.0,1,300,50000.0,500.0,0.4606869696969697
500.0,1,500,50000.0,500.0,0.473148
500.0,1,700,50000.0,500.0,0.489768
1500.0,1,100,50000.0,5000.0,0.63368773
1500.0,3,100,50000.0,5000.0,0.77764946
500.0,1,1000,50000.0,5000.0,0.4682968
500.0,1,100,50000.0,5000.0,0.42254865
500.0,3,100,50000.0,5000.0,0.63581611
500.0,1,300,50000.0,5000.0,0.4467111212121212
500.0,1,500,50000.0,5000.0,0.45698115
500.0,1,700,50000.0,5000.0,0.436898
1500.0,1,100,50000.0,50000.0,0.47122038
1500.0,3,100,50000.0,50000.0,0.6133614
500.0,1,1000,50000.0,50000.0,0.2955656
500.0,1,100,50000.0,50000.0,0.26945608
500.0,3,100,50000.0,50000.0,0.42110986
500.0,1,300,50000.0,50000.0,0.29644145454545456
500.0,1,500,50000.0,50000.0,0.30313495
500.0,1,700,50000.0,50000.0,0.28912842857142856
1500.0,1,100,50000.0,500000.0,0.10916809
1500.0,3,100,50000.0,500000.0,0.19818128
500.0,1,1000,50000.0,500000.0,0.0945637
500.0,1,100,50000.0,500000.0,0.06166734
500.0,3,100,50000.0,500000.0,0.13128131
500.0,1,300,50000.0,500000.0,0.06431687878787878
500.0,1,500,50000.0,500000.0,0.0858385
500.0,1,700,50000.0,500000.0,0.08597464285714286
1500.0,1,100,500000.0,1.0,0.67648939
1500.0,3,100,500000.0,1.0,0.82101976
500.0,1,1000,500000.0,1.0,0.4766517
500.0,1,100,500000.0,1.0,0.44897073
500.0,3,100,500000.0,1.0,0.66829881
500.0,1,300,500000.0,1.0,0.4809492121212121
500.0,1,500,500000.0,1.0,0.48668145
500.0,1,700,500000.0,1.0,0.48959764285714286
1500.0,1,100,500000.0,1.5,0.66861121
1500.0,3,100,500000.0,1.5,0.80820575
500.0,1,1000,500000.0,1.5,0.5036502
500.0,1,100,500000.0,1.5,0.45075785
500.0,3,100,500000.0,1.5,0.67370245
500.0,1,300,500000.0,1.5,0.4722707272727273
500.0,1,500,500000.0,1.5,0.4724792
500.0,1,700,500000.0,1.5,0.4788945
500.0,1,1000,500000.0,100000.0,0.3910201
500.0,1,100,500000.0,100000.0,0.38498899
500.0,1,300,500000.0,100000.0,0.42283109090909093
500.0,1,500,500000.0,100000.0,0.41200305
500.0,1,700,500000.0,100000.0,0.4253775714285714
1500.0,1,100,500000.0,15.0,0.67173702
1500.0,3,100,500000.0,15.0,0.79674569
500.0,1,1000,500000.0,15.0,0.4829666
500.0,1,100,500000.0,15.0,0.44433563
500.0,3,100,500000.0,15.0,0.66810085
500.0,1,300,500000.0,15.0,0.4654748484848485
500.0,1,500,500000.0,15.0,0.472783
500.0,1,700,500000.0,15.0,0.4849779285714286
1500.0,1,100,500000.0,150.0,0.67750459
1500.0,3,100,500000.0,150.0,0.79379934
500.0,1,1000,500000.0,150.0,0.4869103
500.0,1,100,500000.0,150.0,0.4526982
500.0,3,100,500000.0,150.0,0.67257777
500.0,1,300,500000.0,150.0,0.4696208484848485
500.0,1,500,500000.0,150.0,0.4563122
500.0,1,700,500000.0,150.0,0.5015195
1500.0,1,100,500000.0,1500.0,0.66841883
1500.0,3,100,500000.0,1500.0,0.80343524
500.0,1,1000,500000.0,1500.0,0.4857653
500.0,1,100,500000.0,1500.0,0.45483154
500.0,3,100,500000.0,1500.0,0.66902492
500.0,1,300,500000.0,1500.0,0.46934854545454546
500.0,1,500,500000.0,1500.0,0.4661583
500.0,1,700,500000.0,1500.0,0.4706502142857143
1500.0,1,100,500000.0,15000.0,0.65709864
1500.0,3,100,500000.0,15000.0,0.79439247
500.0,1,1000,500000.0,15000.0,0.4700691
500.0,1,100,500000.0,15000.0,0.43639764
500.0,3,100,500000.0,15000.0,0.66069381
500.0,1,300,500000.0,15000.0,0.4572727575757576
500.0,1,500,500000.0,15000.0,0.44409325
500.0,1,700,500000.0,15000.0,0.4781066428571429
1500.0,1,100,500000.0,150000.0,0.56966035
1500.0,3,100,500000.0,150000.0,0.75173059
500.0,1,1000,500000.0,150000.0,0.3995202
500.0,1,100,500000.0,150000.0,0.36203461
500.0,3,100,500000.0,150000.0,0.59574444
500.0,1,300,500000.0,150000.0,0.3907952727272727
500.0,1,500,500000.0,150000.0,0.40043715
500.0,1,700,500000.0,150000.0,0.39436485714285713
1500.0,1,100,500000.0,3.0,0.67572618
1500.0,3,100,500000.0,3.0,0.80530994
500.0,1,1000,500000.0,3.0,0.4936523
500.0,1,100,500000.0,3.0,0.44751465
500.0,3,100,500000.0,3.0,0.67577144
500.0,1,300,500000.0,3.0,0.4650629090909091
500.0,1,500,500000.0,3.0,0.4704531
500.0,1,700,500000.0,3.0,0.4828172857142857
1500.0,1,100,500000.0,5.0,0.67233707
1500.0,3,100,500000.0,5.0,0.79871683
500.0,1,1000,500000.0,5.0,0.4869397
500.0,1,100,500000.0,5.0,0.44249922
500.0,3,100,500000.0,5.0,0.65865728
500.0,1,300,500000.0,5.0,0.47463042424242424
500.0,1,500,500000.0,5.0,0.4757024
500.0,1,700,500000.0,5.0,0.4814725714285714
1500.0,1,100,500000.0,50.0,0.67772663
1500.0,3,100,500000.0,50.0,0.83064923
500.0,1,1000,500000.0,50.0,0.4660907
500.0,1,100,500000.0,50.0,0.44464008
500.0,3,100,500000.0,50.0,0.67006365
500.0,1,300,500000.0,50.0,0.48167478787878787
500.0,1,500,500000.0,50.0,0.48177715
500.0,1,700,500000.0,50.0,0.4818740714285714
1500.0,1,100,500000.0,500.0,0.67007661
1500.0,3,100,500000.0,500.0,0.81212702
500.0,1,1000,500000.0,500.0,0.4970481
500.0,1,100,500000.0,500.0,0.44125818
500.0,3,100,500000.0,500.0,0.67466438
500.0,1,300,500000.0,500.0,0.4701683939393939
500.0,1,500,500000.0,500.0,0.47915025
500.0,1,700,500000.0,500.0,0.48271092857142855
1500.0,1,100,500000.0,5000.0,0.66202978
1500.0,3,100,500000.0,5000.0,0.79147115
500.0,1,1000,500000.0,5000.0,0.4881278
500.0,1,100,500000.0,5000.0,0.44814175
500.0,3,100,500000.0,5000.0,0.66770106
500.0,1,300,500000.0,5000.0,0.4689563333333333
500.0,1,500,500000.0,5000.0,0.45390775
500.0,1,700,500000.0,5000.0,0.4835413571428571
1500.0,1,100,500000.0,50000.0,0.63546011
1500.0,3,100,500000.0,50000.0,0.79299648
500.0,1,1000,500000.0,50000.0,0.5002692
500.0,1,100,500000.0,50000.0,0.41704214
500.0,3,100,500000.0,50000.0,0.63776171
500.0,1,300,500000.0,50000.0,0.4411361515151515
500.0,1,500,500000.0,50000.0,0.4620973
500.0,1,700,500000.0,50000.0,0.4403377142857143
1500.0,1,100,500000.0,500000.0,0.44068943
1500.0,3,100,500000.0,500000.0,0.61265469
500.0,1,1000,500000.0,500000.0,0.3089922
500.0,1,100,500000.0,500000.0,0.26700085
500.0,3,100,500000.0,500000.0,0.4477847
500.0,1,300,500000.0,500000.0,0.2778486060606061
500.0,1,500,500000.0,500000.0,0.2806375
500.0,1,700,500000.0,500000.0,0.3137256428571429
